Timestamp,User ID,Processing Time (ms)
2025-04-05 14:36:32.864767,95,0.189
2025-04-05 14:36:32.864907,90,0.084
2025-04-05 14:36:32.865098,69,0.081
2025-04-05 14:36:32.865849,73,70.256
2025-04-05 14:36:32.866496,115,0.135
2025-04-05 14:36:32.866969,62,77.662
2025-04-05 14:36:32.867320,68,80.428
2025-04-05 14:36:32.867564,82,0.349
2025-04-05 14:36:32.867724,81,0.076
2025-04-05 14:36:32.867892,79,67.482
2025-04-05 14:36:32.868059,80,67.214
2025-04-05 14:36:32.868204,85,0.125
2025-04-05 14:36:32.868340,94,0.087
2025-04-05 14:36:32.868450,77,0.075
2025-04-05 14:36:32.868682,89,0.6
2025-04-05 14:36:32.868835,84,0.077
2025-04-05 14:36:32.868985,98,0.147
2025-04-05 14:36:32.869234,102,0.303
2025-04-05 14:36:32.869401,107,0.226
2025-04-05 14:36:32.869557,96,28.138
2025-04-05 14:36:32.869719,116,0.251
2025-04-05 14:36:32.869926,106,56.264
2025-04-05 14:36:32.870046,111,40.687
2025-04-05 14:36:32.870603,105,41.453
2025-04-05 14:36:32.871945,126,0.178
2025-04-05 14:36:32.872638,133,0.094
2025-04-05 14:36:32.872726,128,0.105
2025-04-05 14:36:32.872903,114,0.355
2025-04-05 14:36:32.873580,136,0.095
2025-04-05 14:36:32.873746,138,0.113
2025-04-05 14:36:32.873872,144,0.082
2025-04-05 14:36:32.874056,112,73.59
2025-04-05 14:36:32.874223,153,0.066
2025-04-05 14:36:32.874343,125,0.077
2025-04-05 14:36:32.874438,149,0.121
2025-04-05 14:36:32.874627,139,0.093
2025-04-05 14:36:32.874784,119,53.11
2025-04-05 14:36:32.874980,123,0.61
2025-04-05 14:36:32.875126,122,0.072
2025-04-05 14:36:32.875291,113,0.087
2025-04-05 14:36:32.875455,142,0.126
2025-04-05 14:36:32.875569,151,0.07
2025-04-05 14:36:32.875685,154,0.111
2025-04-05 14:36:32.875793,137,0.067
2025-04-05 14:36:32.875975,130,0.122
2025-04-05 14:36:32.876083,120,0.08
2025-04-05 14:36:32.876206,117,2.544
2025-04-05 14:36:32.876378,157,9.29
2025-04-05 14:36:32.876600,160,0.071
2025-04-05 14:36:32.876749,150,11.461
2025-04-05 14:36:32.876950,124,53.542
2025-04-05 14:36:32.877115,148,10.873
2025-04-05 14:36:32.877271,132,11.711
2025-04-05 14:36:32.877447,140,45.584
2025-04-05 14:36:32.877637,118,0.094
2025-04-05 14:36:32.878294,131,0.08
2025-04-05 14:36:32.878871,135,0.074
2025-04-05 14:36:32.882036,134,0.081
2025-04-05 14:36:32.883737,145,0.093
2025-04-05 14:36:32.884077,129,0.087
2025-04-05 14:36:32.888862,141,2.787
2025-04-05 14:36:32.889174,163,0.088
2025-04-05 14:36:32.889415,190,0.145
2025-04-05 14:36:32.889556,127,68.473
2025-04-05 14:36:32.890826,143,0.973
2025-04-05 14:36:32.891869,196,0.086
2025-04-05 14:36:32.891997,146,0.691
2025-04-05 14:36:32.892439,152,0.852
2025-04-05 14:36:32.896353,121,81.071
2025-04-05 14:36:32.896675,162,0.713
2025-04-05 14:36:32.896948,147,65.821
2025-04-05 14:36:32.897155,159,0.085
2025-04-05 14:36:32.897305,166,0.078
2025-04-05 14:36:32.897510,198,0.079
2025-04-05 14:36:32.897675,197,0.082
2025-04-05 14:36:32.897810,158,0.477
2025-04-05 14:36:32.897998,170,0.261
2025-04-05 14:36:32.898189,169,0.09
2025-04-05 14:36:32.898341,174,0.084
2025-04-05 14:36:32.898474,186,0.071
2025-04-05 14:36:32.898602,165,0.235
2025-04-05 14:36:32.898743,182,28.014
2025-04-05 14:36:32.898886,171,45.804
2025-04-05 14:36:32.899048,181,0.138
2025-04-05 14:36:32.899184,156,29.338
2025-04-05 14:36:32.899346,177,29.107
2025-04-05 14:36:32.899511,187,0.107
2025-04-05 14:36:32.899618,161,0.234
2025-04-05 14:36:32.899725,192,0.15
2025-04-05 14:36:32.899878,178,0.091
2025-04-05 14:36:32.899993,183,0.093
2025-04-05 14:36:32.900074,189,0.089
2025-04-05 14:36:32.900145,155,0.143
2025-04-05 14:36:32.900284,194,0.121
2025-04-05 14:36:32.900389,164,0.128
2025-04-05 14:36:32.900491,199,0.081
2025-04-05 14:36:32.900604,168,0.317
2025-04-05 14:36:32.900741,173,0.088
2025-04-05 14:36:32.900878,180,0.104
2025-04-05 14:36:32.901080,175,0.092
2025-04-05 14:36:32.906102,179,0.085
2025-04-05 14:36:32.906631,195,0.08
2025-04-05 14:36:32.906788,176,0.082
2025-04-05 14:36:32.906946,167,0.131
2025-04-05 14:36:32.907123,185,0.092
2025-04-05 14:36:32.912570,184,0.309
2025-04-05 14:36:32.913234,188,0.086
2025-04-05 14:36:32.916535,172,84.395
2025-04-05 14:36:32.917073,193,27.8
2025-04-05 14:36:32.917458,191,0.107
2025-04-05 14:36:37.954635,1,0.199
2025-04-05 14:36:37.969490,2,0.222
2025-04-05 14:36:37.985297,3,0.261
2025-04-05 14:36:38.000942,5,0.635
2025-04-05 14:36:38.011390,4,0.332
2025-04-05 14:36:38.013593,0,0.257
2025-04-05 14:36:38.021137,6,0.244
2025-04-05 14:36:38.032468,9,0.251
2025-04-05 14:36:38.039350,7,0.251
2025-04-05 14:36:38.040266,8,0.289
2025-04-05 14:36:38.051707,10,0.298
2025-04-05 14:36:38.053542,12,0.119
2025-04-05 14:36:38.056544,16,0.192
2025-04-05 14:36:38.068159,17,0.859
2025-04-05 14:36:38.068590,19,0.158
2025-04-05 14:36:38.071252,22,0.111
2025-04-05 14:36:38.073235,14,0.106
2025-04-05 14:36:38.073888,28,0.372
2025-04-05 14:36:38.076300,11,0.109
2025-04-05 14:36:38.078886,29,0.101
2025-04-05 14:36:38.088626,23,0.135
2025-04-05 14:36:38.090885,13,0.109
2025-04-05 14:36:38.094876,34,0.492
2025-04-05 14:36:38.095784,33,0.358
2025-04-05 14:36:38.096828,48,3.261
2025-04-05 14:36:38.097287,27,0.301
2025-04-05 14:36:38.097983,24,59.722
2025-04-05 14:36:38.098181,40,0.102
2025-04-05 14:36:38.098368,15,15.034
2025-04-05 14:36:38.098514,42,0.093
2025-04-05 14:36:38.099093,20,15.143
2025-04-05 14:36:38.099408,25,15.511
2025-04-05 14:36:38.099587,36,0.231
2025-04-05 14:36:38.103064,31,0.068
2025-04-05 14:36:38.103171,30,0.088
2025-04-05 14:36:38.106139,18,56.729
2025-04-05 14:36:38.107250,53,1.812
2025-04-05 14:36:38.109473,50,8.737
2025-04-05 14:36:38.113122,37,8.129
2025-04-05 14:36:38.127011,45,7.975
2025-04-05 14:36:38.133830,49,6.313
2025-04-05 14:36:38.137101,32,0.064
2025-04-05 14:36:38.138927,54,0.077
2025-04-05 14:36:38.143018,46,0.379
2025-04-05 14:36:38.146743,41,0.073
2025-04-05 14:36:38.151643,38,0.435
2025-04-05 14:36:38.152442,51,0.077
2025-04-05 14:36:38.158511,44,0.186
2025-04-05 14:36:38.161579,26,1.642
2025-04-05 14:36:38.167534,35,7.177
2025-04-05 14:36:38.167881,21,79.636
2025-04-05 14:36:38.174067,56,0.077
2025-04-05 14:36:38.177302,43,0.071
2025-04-05 14:36:38.182134,47,47.52
2025-04-05 14:36:38.187814,39,64.884
2025-04-05 14:36:38.188119,85,0.071
2025-04-05 14:36:38.204419,64,8.527
2025-04-05 14:36:38.204756,90,16.039
2025-04-05 14:36:38.209119,74,0.101
2025-04-05 14:36:38.210976,95,0.076
2025-04-05 14:36:38.216667,58,74.335
2025-04-05 14:36:38.217786,78,0.086
2025-04-05 14:36:38.218495,75,0.192
2025-04-05 14:36:38.223807,52,68.904
2025-04-05 14:36:38.234195,86,0.067
2025-04-05 14:36:38.237981,82,0.088
2025-04-05 14:36:38.240360,60,0.135
2025-04-05 14:36:38.243605,62,0.086
2025-04-05 14:36:38.245779,59,0.083
2025-04-05 14:36:38.261041,57,13.296
2025-04-05 14:36:38.263303,73,0.104
2025-04-05 14:36:38.269598,55,0.079
2025-04-05 14:36:38.289186,67,0.077
2025-04-05 14:36:38.291949,124,0.102
2025-04-05 14:36:38.299661,79,0.092
2025-04-05 14:36:38.304641,68,13.41
2025-04-05 14:36:38.307940,69,0.063
2025-04-05 14:36:38.308227,137,0.064
2025-04-05 14:36:38.308384,77,0.072
2025-04-05 14:36:38.308720,70,0.083
2025-04-05 14:36:38.309541,65,0.093
2025-04-05 14:36:38.311215,61,70.402
2025-04-05 14:36:38.317279,66,58.154
2025-04-05 14:36:38.321503,81,0.071
2025-04-05 14:36:38.325306,72,59.038
2025-04-05 14:36:38.325874,91,0.061
2025-04-05 14:36:38.329144,71,26.445
2025-04-05 14:36:38.332200,83,0.561
2025-04-05 14:36:38.334832,63,71.806
2025-04-05 14:36:38.337505,76,0.069
2025-04-05 14:36:38.338894,92,0.08
2025-04-05 14:36:38.343730,88,0.587
2025-04-05 14:36:38.351811,80,0.085
2025-04-05 14:36:38.355460,89,0.627
2025-04-05 14:36:38.358730,94,0.869
2025-04-05 14:36:38.361005,103,0.079
2025-04-05 14:36:38.367761,87,74.191
2025-04-05 14:36:38.368676,108,0.091
2025-04-05 14:36:38.369658,121,0.097
2025-04-05 14:36:38.371048,125,0.087
2025-04-05 14:36:38.371258,93,54.523
2025-04-05 14:36:38.374818,114,0.082
2025-04-05 14:36:38.384008,98,52.637
2025-04-05 14:36:38.391421,118,0.077
2025-04-05 14:36:38.413679,101,0.324
2025-04-05 14:36:38.418692,113,0.097
2025-04-05 14:36:38.421646,116,0.09
2025-04-05 14:36:38.426095,109,0.186
2025-04-05 14:36:38.428250,107,0.163
2025-04-05 14:36:38.429230,110,0.201
2025-04-05 14:36:38.430173,104,0.132
2025-04-05 14:36:38.431225,111,37.906
2025-04-05 14:36:38.437391,122,0.435
2025-04-05 14:36:38.441171,123,0.637
2025-04-05 14:36:38.462735,84,0.068
2025-04-05 14:36:38.465910,119,0.621
2025-04-05 14:36:38.467808,117,0.093
2025-04-05 14:36:38.469767,100,0.086
2025-04-05 14:36:38.475645,105,1.376
2025-04-05 14:36:38.483927,132,0.301
2025-04-05 14:36:38.489024,97,4.002
2025-04-05 14:36:38.491939,120,0.167
2025-04-05 14:36:38.498007,127,0.759
2025-04-05 14:36:38.503587,131,0.072
2025-04-05 14:36:38.504587,223,0.078
2025-04-05 14:36:38.510323,99,72.128
2025-04-05 14:36:38.513211,115,45.47
2025-04-05 14:36:38.517757,96,0.102
2025-04-05 14:36:38.520562,102,74.204
2025-04-05 14:36:38.526800,106,3.034
2025-04-05 14:36:38.533560,128,2.318
2025-04-05 14:36:38.540700,133,26.099
2025-04-05 14:36:38.546014,126,5.08
2025-04-05 14:36:38.550491,140,0.092
2025-04-05 14:36:38.559257,142,0.083
2025-04-05 14:36:38.559776,135,0.253
2025-04-05 14:36:38.564658,129,0.088
2025-04-05 14:36:38.568053,139,1.074
2025-04-05 14:36:38.574380,146,0.205
2025-04-05 14:36:38.575338,154,0.106
2025-04-05 14:36:38.587031,130,64.661
2025-04-05 14:36:38.598513,138,0.095
2025-04-05 14:36:38.601401,134,0.208
2025-04-05 14:36:38.602649,153,0.098
2025-04-05 14:36:38.604594,147,0.073
2025-04-05 14:36:38.613009,164,0.077
2025-04-05 14:36:38.625613,166,0.113
2025-04-05 14:36:38.628148,168,0.092
2025-04-05 14:36:38.635290,155,0.097
2025-04-05 14:36:38.637735,163,0.084
2025-04-05 14:36:38.638883,173,0.095
2025-04-05 14:36:38.641008,136,81.162
2025-04-05 14:36:38.646721,152,0.084
2025-04-05 14:36:38.650458,175,0.084
2025-04-05 14:36:38.651469,149,0.065
2025-04-05 14:36:38.651627,157,0.196
2025-04-05 14:36:38.651766,144,1.081
2025-04-05 14:36:38.651907,151,0.35
2025-04-05 14:36:38.652056,143,15.845
2025-04-05 14:36:38.652184,141,0.125
2025-04-05 14:36:38.652299,167,0.084
2025-04-05 14:36:38.652471,165,0.069
2025-04-05 14:36:38.652635,161,0.113
2025-04-05 14:36:38.652752,158,2.205
2025-04-05 14:36:38.652852,148,0.139
2025-04-05 14:36:38.652952,171,0.147
2025-04-05 14:36:38.653075,162,51.51
2025-04-05 14:36:38.653151,185,0.069
2025-04-05 14:36:38.653277,145,0.072
2025-04-05 14:36:38.653445,169,0.871
2025-04-05 14:36:38.653622,188,0.083
2025-04-05 14:36:38.653820,160,4.474
2025-04-05 14:36:38.654013,184,8.822
2025-04-05 14:36:38.654151,181,0.075
2025-04-05 14:36:38.654229,150,0.082
2025-04-05 14:36:38.654312,170,0.081
2025-04-05 14:36:38.654385,159,3.012
2025-04-05 14:36:38.654475,174,0.083
2025-04-05 14:36:38.654580,182,0.144
2025-04-05 14:36:38.654658,156,0.073
2025-04-05 14:36:38.654725,183,0.079
2025-04-05 14:36:38.654784,177,0.109
2025-04-05 14:36:38.654848,176,0.127
2025-04-05 14:36:38.654953,191,0.083
2025-04-05 14:36:38.655072,172,0.384
2025-04-05 14:36:38.655167,187,0.786
2025-04-05 14:36:38.655326,200,0.074
2025-04-05 14:36:38.655493,193,0.14
2025-04-05 14:36:38.655644,180,54.187
2025-04-05 14:36:38.655805,179,0.097
2025-04-05 14:36:38.656993,178,0.103
2025-04-05 14:36:38.657085,203,0.09
2025-04-05 14:36:38.657264,199,38.827
2025-04-05 14:36:38.657420,189,50.874
2025-04-05 14:36:38.657604,202,30.195
2025-04-05 14:36:38.657745,194,42.915
2025-04-05 14:36:38.657923,186,77.243
2025-04-05 14:36:38.658060,192,0.09
2025-04-05 14:36:38.658187,190,0.104
2025-04-05 14:36:38.658330,195,0.097
2025-04-05 14:36:38.658467,210,0.081
2025-04-05 14:36:38.658566,218,0.078
2025-04-05 14:36:38.658659,197,0.184
2025-04-05 14:36:38.658768,205,0.273
2025-04-05 14:36:38.658869,222,0.077
2025-04-05 14:36:38.658996,112,52.109
2025-04-05 14:36:38.659532,208,1.207
2025-04-05 14:36:38.659679,215,1.498
2025-04-05 14:36:38.660514,196,0.319
2025-04-05 14:36:38.660708,211,0.078
2025-04-05 14:36:38.660821,198,0.062
2025-04-05 14:36:38.661032,225,2.357
2025-04-05 14:36:38.661227,207,0.167
2025-04-05 14:36:38.661340,201,0.081
2025-04-05 14:36:38.661490,216,2.194
2025-04-05 14:36:38.661621,230,0.081
2025-04-05 14:36:38.661736,224,0.676
2025-04-05 14:36:38.661809,217,0.255
2025-04-05 14:36:38.661888,204,0.061
2025-04-05 14:36:38.661979,209,50.173
2025-04-05 14:36:38.662079,206,0.082
2025-04-05 14:36:38.662203,227,0.073
2025-04-05 14:36:38.662328,221,0.075
2025-04-05 14:36:38.662400,220,0.078
2025-04-05 14:36:38.662461,219,0.444
2025-04-05 14:36:38.662513,214,0.081
2025-04-05 14:36:38.662572,235,0.081
2025-04-05 14:36:38.662672,212,0.223
2025-04-05 14:36:38.662843,247,0.103
2025-04-05 14:36:38.663050,243,0.078
2025-04-05 14:36:38.663331,213,76.416
2025-04-05 14:36:38.663659,248,0.096
2025-04-05 14:36:38.663795,260,0.086
2025-04-05 14:36:38.664010,254,1.075
2025-04-05 14:36:38.664206,228,12.944
2025-04-05 14:36:38.664363,229,68.493
2025-04-05 14:36:38.664520,234,58.318
2025-04-05 14:36:38.664655,249,0.109
2025-04-05 14:36:38.664750,226,79.126
2025-04-05 14:36:38.665083,236,0.081
2025-04-05 14:36:38.665248,238,0.906
2025-04-05 14:36:38.665367,269,0.067
2025-04-05 14:36:38.665529,253,0.132
2025-04-05 14:36:38.665691,232,1.396
2025-04-05 14:36:38.665821,233,0.377
2025-04-05 14:36:38.666055,242,0.43
2025-04-05 14:36:38.666258,241,0.116
2025-04-05 14:36:38.666472,246,49.059
2025-04-05 14:36:38.666682,276,0.078
2025-04-05 14:36:38.666953,264,0.091
2025-04-05 14:36:38.667126,270,0.084
2025-04-05 14:36:38.667378,252,0.167
2025-04-05 14:36:38.667600,267,0.082
2025-04-05 14:36:38.667889,266,0.092
2025-04-05 14:36:38.667990,231,78.606
2025-04-05 14:36:38.668164,271,0.154
2025-04-05 14:36:38.668277,250,0.096
2025-04-05 14:36:38.668373,240,0.171
2025-04-05 14:36:38.668515,244,71.373
2025-04-05 14:36:38.668596,258,47.749
2025-04-05 14:36:38.668679,263,0.457
2025-04-05 14:36:38.668847,272,0.09
2025-04-05 14:36:38.669104,245,0.225
2025-04-05 14:36:38.669361,261,4.3
2025-04-05 14:36:38.669546,275,1.004
2025-04-05 14:36:38.669723,239,0.084
2025-04-05 14:36:38.669944,255,0.534
2025-04-05 14:36:38.670166,251,0.132
2025-04-05 14:36:38.670297,257,3.5
2025-04-05 14:36:38.670460,273,0.078
2025-04-05 14:36:38.670597,286,0.091
2025-04-05 14:36:38.670736,237,0.086
2025-04-05 14:36:38.670936,279,0.122
2025-04-05 14:36:38.671090,256,0.117
2025-04-05 14:36:38.671384,280,0.081
2025-04-05 14:36:38.671625,268,0.091
2025-04-05 14:36:38.671848,262,0.082
2025-04-05 14:36:38.672011,293,0.07
2025-04-05 14:36:38.672727,259,77.849
2025-04-05 14:36:38.673060,297,0.104
2025-04-05 14:36:38.673173,281,44.107
2025-04-05 14:36:38.682952,288,12.487
2025-04-05 14:36:38.688291,282,0.096
2025-04-05 14:36:38.689368,287,0.085
2025-04-05 14:36:38.689619,289,0.081
2025-04-05 14:36:38.694157,285,0.083
2025-04-05 14:36:38.695959,299,0.078
2025-04-05 14:36:38.706260,292,0.089
2025-04-05 14:36:38.708567,290,71.095
2025-04-05 14:36:38.710891,283,0.091
2025-04-05 14:36:38.711540,294,0.08
2025-04-05 14:36:38.711732,296,0.114
2025-04-05 14:36:38.711828,284,2.05
2025-04-05 14:36:48.698377,3,0.237
2025-04-05 14:36:48.706402,0,0.317
2025-04-05 14:36:48.711789,2,0.271
2025-04-05 14:36:48.713757,1,0.36
2025-04-05 14:36:48.732814,4,0.823
2025-04-05 14:36:48.735725,6,1.945
2025-04-05 14:36:48.736575,5,0.401
2025-04-05 14:36:48.740884,8,0.224
2025-04-05 14:36:48.742732,7,5.177
2025-04-05 14:36:48.745878,16,0.103
2025-04-05 14:36:48.753466,18,0.086
2025-04-05 14:36:48.756792,20,0.086
2025-04-05 14:36:48.765702,25,0.787
2025-04-05 14:36:48.774503,26,0.17
2025-04-05 14:36:48.778293,11,0.083
2025-04-05 14:36:48.785116,17,0.091
2025-04-05 14:36:48.791411,12,41.052
2025-04-05 14:36:48.799537,14,0.219
2025-04-05 14:36:48.804709,22,0.075
2025-04-05 14:36:48.819603,30,1.067
2025-04-05 14:36:48.826389,39,0.075
2025-04-05 14:36:48.832372,38,0.092
2025-04-05 14:36:48.836590,28,0.088
2025-04-05 14:36:48.840281,19,0.07
2025-04-05 14:36:48.841239,24,0.093
2025-04-05 14:36:48.848203,32,0.725
2025-04-05 14:36:48.850948,10,0.069
2025-04-05 14:36:48.855322,9,0.31
2025-04-05 14:36:48.858350,36,9.273
2025-04-05 14:36:48.867037,31,0.084
2025-04-05 14:36:48.870403,34,0.081
2025-04-05 14:36:48.875843,40,0.073
2025-04-05 14:36:48.889828,33,19.399
2025-04-05 14:36:48.890549,79,0.142
2025-04-05 14:36:48.905652,35,0.074
2025-04-05 14:36:48.916325,42,0.081
2025-04-05 14:36:48.921679,73,0.086
2025-04-05 14:36:48.929197,15,65.323
2025-04-05 14:36:48.932238,37,1.567
2025-04-05 14:36:48.934741,13,63.437
2025-04-05 14:36:48.938205,45,0.529
2025-04-05 14:36:48.941310,46,0.181
2025-04-05 14:36:48.942479,21,3.558
2025-04-05 14:36:48.949548,29,3.236
2025-04-05 14:36:48.956254,47,0.085
2025-04-05 14:36:48.961275,54,0.091
2025-04-05 14:36:48.963076,62,21.224
2025-04-05 14:36:48.974597,63,0.095
2025-04-05 14:36:48.979237,114,0.098
2025-04-05 14:36:48.984661,53,38.021
2025-04-05 14:36:48.991059,64,25.185
2025-04-05 14:36:49.003580,50,48.685
2025-04-05 14:36:49.003820,72,0.165
2025-04-05 14:36:49.006689,48,58.42
2025-04-05 14:36:49.025088,59,0.106
2025-04-05 14:36:49.034888,43,78.114
2025-04-05 14:36:49.035742,27,24.596
2025-04-05 14:36:49.040746,82,1.517
2025-04-05 14:36:49.043003,60,0.105
2025-04-05 14:36:49.049905,56,41.393
2025-04-05 14:36:49.052532,68,0.096
2025-04-05 14:36:49.058104,69,0.361
2025-04-05 14:36:49.064953,41,82.816
2025-04-05 14:36:49.074568,147,1.684
2025-04-05 14:36:49.083272,67,1.14
2025-04-05 14:36:49.084102,129,0.077
2025-04-05 14:36:49.084225,49,1.69
2025-04-05 14:36:49.084339,66,1.295
2025-04-05 14:36:49.087503,70,40.961
2025-04-05 14:36:49.100973,58,0.093
2025-04-05 14:36:49.106087,44,72.059
2025-04-05 14:36:49.107051,81,4.661
2025-04-05 14:36:49.107252,169,0.077
2025-04-05 14:36:49.107539,65,1.533
2025-04-05 14:36:49.109172,135,0.3
2025-04-05 14:36:49.111707,84,1.402
2025-04-05 14:36:49.113409,71,0.081
2025-04-05 14:36:49.118978,57,0.081
2025-04-05 14:36:49.122143,76,0.815
2025-04-05 14:36:49.125783,88,1.955
2025-04-05 14:36:49.127886,23,0.096
2025-04-05 14:36:49.136365,83,0.072
2025-04-05 14:36:49.139599,75,1.267
2025-04-05 14:36:49.140312,77,2.71
2025-04-05 14:36:49.145497,61,2.658
2025-04-05 14:36:49.145814,92,0.086
2025-04-05 14:36:49.149498,93,0.09
2025-04-05 14:36:49.149943,94,0.084
2025-04-05 14:36:49.153402,87,1.175
2025-04-05 14:36:49.157747,86,0.35
2025-04-05 14:36:49.163159,85,59.198
2025-04-05 14:36:49.163638,95,0.088
2025-04-05 14:36:49.165618,122,0.082
2025-04-05 14:36:49.199760,91,0.363
2025-04-05 14:36:49.200242,194,49.058
2025-04-05 14:36:49.224325,96,34.383
2025-04-05 14:36:49.226898,119,0.103
2025-04-05 14:36:49.227498,90,0.12
2025-04-05 14:36:49.233529,110,0.089
2025-04-05 14:36:49.238656,89,52.942
2025-04-05 14:36:49.240334,51,48.716
2025-04-05 14:36:49.243532,97,1.063
2025-04-05 14:36:49.246965,78,80.643
2025-04-05 14:36:49.252150,105,0.53
2025-04-05 14:36:49.257716,113,0.094
2025-04-05 14:36:49.259926,107,0.073
2025-04-05 14:36:49.272979,102,0.155
2025-04-05 14:36:49.284853,106,0.09
2025-04-05 14:36:49.299374,112,0.238
2025-04-05 14:36:49.303760,120,0.376
2025-04-05 14:36:49.319482,127,0.225
2025-04-05 14:36:49.322173,126,0.578
2025-04-05 14:36:49.325978,100,58.723
2025-04-05 14:36:49.327647,128,0.074
2025-04-05 14:36:49.331140,98,13.575
2025-04-05 14:36:49.332574,115,0.083
2025-04-05 14:36:49.334793,131,0.092
2025-04-05 14:36:49.336924,132,0.552
2025-04-05 14:36:49.339301,123,0.664
2025-04-05 14:36:49.341229,117,0.165
2025-04-05 14:36:49.343910,125,27.764
2025-04-05 14:36:49.347498,116,0.686
2025-04-05 14:36:49.349731,109,0.193
2025-04-05 14:36:49.353684,104,0.426
2025-04-05 14:36:49.356888,124,0.32
2025-04-05 14:36:49.358611,121,0.992
2025-04-05 14:36:49.367200,101,77.018
2025-04-05 14:36:49.373321,108,28.061
2025-04-05 14:36:49.374057,118,0.151
2025-04-05 14:36:49.385129,111,0.919
2025-04-05 14:36:49.387987,99,76.635
2025-04-05 14:36:49.388468,288,0.1
2025-04-05 14:36:49.396185,150,11.244
2025-04-05 14:36:49.396374,55,52.427
2025-04-05 14:36:49.397535,152,0.089
2025-04-05 14:36:49.400558,153,0.086
2025-04-05 14:36:49.420334,159,0.08
2025-04-05 14:36:49.423530,160,0.083
2025-04-05 14:36:49.429897,146,3.579
2025-04-05 14:36:49.434818,136,37.234
2025-04-05 14:36:49.438767,134,0.077
